OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
4217,43116022163736129578686273310985675840,2016/06/24 09:10:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,29,20,Black,Not Hispanic Or Latino,Male,103,5D,507,WASHINGTON,DC,203314623884199640011225522451175194134,140171872225022901556595945173556223226,38.9,-76.982,Burglary,2016,6,FALSE,,,,,{C489E803-5ADF-4102-ACAB-54BFCB036E86}
4218,295619742065928195910939780386024150991,2016/06/24 11:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,5,Black,Not Hispanic Or Latino,Female,408,4D,408,WASHINGTON,DC,244588481090035176241724710331072943584,290444932397715903504832293522340726301,38.929,-77.037,Failure to appear,2016,6,FALSE,,,,,{39B870F0-6009-4420-9296-30DDBC4A76D2}
4219,295619742065928195910939780386024150991,2016/06/24 11:45:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,5,Black,Not Hispanic Or Latino,Female,408,4D,408,WASHINGTON,DC,244588481090035176241724710331072943584,290444932397715903504832293522340726301,38.929,-77.037,Failure to appear,2016,6,FALSE,,,,,{03BE9FEC-5326-46B4-B53D-C704670C3A35}
4220,26089234390177077644479780738883937615,2016/06/24 12:30:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,37,39,Black,Not Hispanic Or Latino,Male,OUT OF STATE,4D,402,CAPITOL HEIGHTS,MD,118778679897349713916390116201000130480,63229512252491064767026415022144258291,38.962,-77.027,Assault,2016,6,FALSE,,,,,{0355CBAE-284A-400A-B4A8-E3F5E3D28478}
4221,225181073543925551812863314375528867200,2016/06/24 13:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),26,6,Black,Not Hispanic Or Latino,Male,602,Unknown,Unknown,WASHINGTON,DC,16298208736355333868944477058381901476,325155531014141847090954702022511542988,,,Assault,2016,6,FALSE,,,,,{2D9ADDBC-50FD-415C-94AD-24BFF2B0CD65}
4222,77761793337726196105503426190355053401,2016/06/24 14:18:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),62,0,Black,Not Hispanic Or Latino,Male,203,1D,105,WASHINGTON,DC,239848849454565908978166814864698431518,68906964481223054604774806001721175056,38.871,-77.009,Assault,2016,6,FALSE,,,,,{6B143643-0E70-49D2-97E0-5975D70C3733}
4223,234446824454708712257720209541884099953,2016/06/24 15:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,25,8,Black,Not Hispanic Or Latino,Male,705,7D,707,WASHINGTON,DC,9956453839658088032579869961129578761,337864847703946369465624949381767169624,38.832,-77.006,Vehicle,2016,6,FALSE,,,,,{401AD051-B5C6-42BF-A7BA-BC355D16715C}
4224,234446824454708712257720209541884099953,2016/06/24 15:30:00,DEFENDANT IN ARREST,nan,Property Crimes,Receiving Stolen Property $1000 Or More,"22DC3232A,C1",25,8,Black,Not Hispanic Or Latino,Male,705,7D,707,WASHINGTON,DC,9956453839658088032579869961129578761,337864847703946369465624949381767169624,38.832,-77.006,Trafficking stolen property,2016,6,FALSE,,,,,{971C79D9-B455-4301-B9C4-7B83B5FDCD3F}
4225,314707597209424568170491907335679684171,2016/06/24 15:35:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,24,23,Black,Not Hispanic Or Latino,Male,506,5D,506,WASHINGTON,DC,229989317757935736787181900486088639568,33177672464491373863342711726568178610,38.91,-76.988,Failure to appear,2016,6,FALSE,,,,,{5707E113-D5F0-4232-B8C3-22C9E92966D8}
4226,174880637527577544228444149086363370517,2016/06/24 15:57:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),24,4,Black,Not Hispanic Or Latino,Male,506,7D,701,WASHINGTON,DC,327357848896546705643548004956670354476,296738960794159852394931597330904580425,38.863,-76.981,Assault,2016,6,FALSE,,,,,{69109EE3-7D5C-4377-8849-64C939C6D2A3}
4227,99841653212453105004091582047452988522,2016/06/24 16:23:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,44,10,Black,Unknown,Male,504,1D,106,WASHINGTON,DC,331163936545976671547132966352264998283,24091070180838903371705615534185715435,38.879,-76.988,Drugs,2016,6,FALSE,,,,,{2457319D-55C7-4214-9A9E-42D16F81BAA5}
4228,192620045712431715129450279022709852883,2016/06/24 16:47:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,20,14,Black,Not Hispanic Or Latino,Male,507,4D,404,WASHINGTON,DC,215948324632131159952264336915534189816,178685544578551656720820483318534914444,38.944,-77.044,Robbery,2016,6,FALSE,,,,,{EAB15E15-1047-42CB-9001-3E55E29E4A67}
4229,315458281851255929183232876943071688858,2016/06/24 17:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,30,Black,Not Hispanic Or Latino,Female,606,5D,506,WASHINGTON,DC,292159302587903885472311334812689508296,156268627608504449208832223674733624708,38.901,-76.983,Failure to appear,2016,6,FALSE,,,,,{564EDB00-81A1-4FB6-B19F-55AA376D20D0}
4230,289900583203802693621014872140068875573,2016/06/24 18:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,46,4,Black,Unknown,Male,503,5D,505,WASHINGTON,DC,137227610497408793310108706378840371013,228844698256669579197229824551057341699,38.919,-76.983,Failure to appear,2016,6,FALSE,,,,,{CE6403D0-0D84-439B-8AE3-6001F843666F}
4231,76153771448286076617792061862647083543,2016/06/24 19:00:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,18,2,Black,Not Hispanic Or Latino,Male,506,5D,507,WASHINGTON,DC,312024278443408406157167695845883098194,268315939486255383990019851651702438861,38.903,-76.975,Robbery,2016,6,FALSE,,,,,{FFF10237-2B89-412E-BA19-45D505D481FA}
4232,230005671326735566532671513695852825457,2016/06/24 19:20:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),51,21,Black,Unknown,Male,Unknown,7D,703,WASHINGTON,DC,321628406543861624126868168870542247660,272005682561182547483484177998349196049,38.855,-76.992,Drugs,2016,6,FALSE,,,,,{7F04881C-6B73-48AF-A79F-947B1186FE0B}
4233,76933973958668030727655352350607167381,2016/06/24 19:55:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,53,6,Black,Not Hispanic Or Latino,Male,608,1D,105,WASHINGTON,DC,252809898706384800688808226641788094714,60812970779318904168261591812472394866,38.872,-77.012,Drugs,2016,6,FALSE,,,,,{49F058BE-C5BC-4286-BC6E-8A5BA4ABA802}
4234,318448569058247326048279841430030225334,2016/06/24 20:23:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,20,6,Black,Not Hispanic Or Latino,Male,502,3D,302,WASHINGTON,DC,49233172245875482427366901466530574310,117648818981821528254638008721090714526,38.927,-77.03,Robbery,2016,6,FALSE,,,,,{6A3258EF-9729-475D-99D3-F27D6245F260}
4235,13533730676708317604076824650602461845,2016/06/24 21:30:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Sex Offender/crime Against Children Failure To Register-violent Crime,18USC02250C,35,15,White,Unknown,Male,101,1D,108,WASHINGTON,DC,293552547757510050533926194673767321071,19160365703340154750159584894776521805,38.883,-76.976,Sex offense,2016,6,FALSE,,,,,{01D04FB2-FD54-41AC-B106-AEC70CAB2F7D}
4236,284681010524286506299226576184682834776,2016/06/24 22:20:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,36,16,Black,Not Hispanic Or Latino,Male,703,4D,404,WASHINGTON,DC,112643802502235425483879957077049233075,79073994255998884287279967692143391675,38.941,-77.026,Vehicle,2016,6,FALSE,,,,,{F9AC0E59-0C95-420A-96E7-FA2C47378AE3}
4237,284681010524286506299226576184682834776,2016/06/24 22:20:00,DEFENDANT IN ARREST,nan,Property Crimes,Receiving Stolen Property $1000 Or More,"22DC3232A,C1",36,16,Black,Not Hispanic Or Latino,Male,703,4D,404,WASHINGTON,DC,112643802502235425483879957077049233075,79073994255998884287279967692143391675,38.941,-77.026,Trafficking stolen property,2016,6,FALSE,,,,,{18A14235-0F9C-48D2-953A-8F9C20D1AA4B}
4238,250886615145180725329321925927442417311,2016/06/25 00:44:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,2D,208,COLLEGE STATION,TX,312573662472953228722844229650822884692,117213832230123324243474079429324597872,38.906,-77.042,Assault,2016,6,FALSE,,,,,{63A0F66F-10D0-458E-8724-57202847C380}
4239,333653361663078509334083707753380028078,2016/06/25 01:30:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,44,9,Black,Not Hispanic Or Latino,Male,608,1D,105,WASHINGTON,DC,244550975047412256909589680908283608538,71382795427238007221598510429875060143,,,Burglary,2016,6,FALSE,,,,,{BFF8CD3C-6608-446F-B860-9680F4A8641F}
4240,215069160853553653562892136620324251923,2016/06/25 01:36:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,28,6,Black,Not Hispanic Or Latino,Male,501,5D,502,TEMPLE HILLS,MD,221958507517487335007572247918853129419,18745283558484109148858087176532046090,38.923,-76.997,Weapons,2016,6,FALSE,,,,,{E6F78C0F-89FE-4A01-B92C-D8A75D2110C4}
4241,215069160853553653562892136620324251923,2016/06/25 01:36:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,28,6,Black,Not Hispanic Or Latino,Male,501,5D,502,TEMPLE HILLS,MD,221958507517487335007572247918853129419,18745283558484109148858087176532046090,38.923,-76.997,Weapons,2016,6,FALSE,,,,,{93C7C03E-290A-4B95-AA71-DE07D54705D9}
4242,112269628620522420826519035664713381651,2016/06/25 01:40:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,44,4,White,Unknown,Male,OUT OF STATE,5D,505,WOODBRIDGE,VA,4940866872471408729080321838791047334,59147672600597120821593114080302602281,38.921,-76.99,Vehicle,2016,6,FALSE,,,,,{3308DADD-B5C3-4010-80E1-9608A25F1431}
4243,156008589094094421484971267995062460883,2016/06/25 03:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),20,4,Black,Not Hispanic Or Latino,Male,OUT OF STATE,5D,501,BOWIE,MD,168082695145263666708635859257281061701,74283410718463972374724155564386587940,38.907,-76.999,Assault,2016,6,FALSE,,,,,{E5E8832C-B368-4EE9-9DAC-F2A421B9D191}
4244,172851049165698618392784139113641431220,2016/06/25 03:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),18,3,Black,Not Hispanic Or Latino,Male,602,5D,501,WASHINGTON,DC,290142599637173183723510174050604797891,74283410718463972374724155564386587940,38.907,-76.999,Assault,2016,6,FALSE,,,,,{92F1DA18-2B98-443B-B169-719802B5C3D3}
4245,338713807868757444513701075426718302087,2016/06/25 04:48:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,1,Black,Not Hispanic Or Latino,Female,Unknown,7D,704,nan,WASHINGTON,177221916835935353661980698999879132162,340040615150597095900611705403187266598,38.852,-76.981,Assault,2016,6,FALSE,,,,,{0AFD14D8-802D-4954-A50A-05CFFD5E515A}
4246,100864183756712273913609947843732888840,2016/06/25 04:51:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,40,4,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,29788241928270928505210163849423289856,340040615150597095900611705403187266598,38.852,-76.981,Assault,2016,6,FALSE,,,,,{3F497D7C-67C8-4673-B334-7662BA50AC2D}
4247,202969045395845494325994696344617277550,2016/06/25 05:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),21,2,Black,Not Hispanic Or Latino,Female,506,5D,506,WASHINGTON,DC,260899418057247204444794398040774480159,65393686688937632339937490801455432519,38.905,-76.982,Assault,2016,6,FALSE,,,,,{3D8C3F3B-8588-4B17-8E33-44714EF2EB8F}
4248,223100805973532096751011013695860847828,2016/06/25 07:10:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,7,Black,Not Hispanic Or Latino,Male,601,6D,608,WASHINGTON,DC,18957914612139092285782340709941492194,24517191534664429861534733685608597483,38.898,-76.925,Failure to appear,2016,6,FALSE,,,,,{7F0291CB-5F7D-4271-BD86-52781696EC5B}
4249,223100805973532096751011013695860847828,2016/06/25 07:10:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,7,Black,Not Hispanic Or Latino,Male,601,6D,608,WASHINGTON,DC,18957914612139092285782340709941492194,24517191534664429861534733685608597483,38.898,-76.925,Failure to appear,2016,6,FALSE,,,,,{2F81DB62-FDE2-4678-9713-558CFE8050BE}
4250,289135823805686000299922069648024856368,2016/06/25 11:58:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,20,1,Black,Not Hispanic Or Latino,Male,708,7D,708,WASHINGTON,DC,168689239941170030396178455720180154048,335951173854900264154215739077626973795,38.824,-77.003,Drugs,2016,6,FALSE,,,,,{FF5E29F3-60E9-4941-9337-F1FE28B7F837}
4251,224999657271644582709867668491251024290,2016/06/25 12:39:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,54,23,Black,Unknown,Female,204,5D,501,WASHINGTON,DC,203489791984249122366546203002465087050,202638298612305529297209117515474353810,38.909,-77.009,Failure to appear,2016,6,FALSE,,,,,{F2E3F10B-F61C-4631-8A97-75313E1545FD}
4252,316900398268714802047994987128457567438,2016/06/25 12:45:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,34,7,Black,Not Hispanic Or Latino,Male,507,5D,507,WASHINGTON,DC,44762541797779546236192566368790782781,134788437135424403554423898580578918801,38.9,-76.982,Assault,2016,6,FALSE,,,,,{A0AC5969-9E93-402B-8752-3D9677C6C207}
4253,251104227375890309982721109922677260682,2016/06/25 15:20:00,DEFENDANT IN ARREST,Yes,Property Crimes,Receiving Stolen Property $1000 Or More,"22DC3232A,C1",19,1,Black,Not Hispanic Or Latino,Male,608,6D,604,WASHINGTON,DC,319206071380285348238475198853835858352,1719562735460614390387931730061078319,38.876,-76.932,Trafficking stolen property,2016,6,FALSE,,,,,{B6E78E8C-355C-4424-9CBE-762B5CBA3D71}
4254,269183965251633945521070940487437331424,2016/06/25 16:00:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,28,4,Black,Unknown,Male,Unknown,6D,608,WASHINGTON,DC,138385405714228954747586132955254501233,87219861278108764718151198378301687538,38.893,-76.923,Vehicle,2016,6,FALSE,,,,,{AF474708-6D4B-47EC-967F-D801B67DFCCD}
4255,144217771279337460012135417587603280282,2016/06/25 16:06:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,20,3,Black,Not Hispanic Or Latino,Female,703,7D,701,WASHIGNTON,DC,320499582442394686177520105354317801107,64518231483520004871274345091095192746,38.865,-76.979,Failure to appear,2016,6,FALSE,,,,,{5DD005BA-FC56-498F-BB00-5E6DAA4A698B}
4256,337968022339553300942382487346030008275,2016/06/25 17:35:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,2,Black,Unknown,Male,103,7D,707,PITTSBURG,PA,22050257958688875150604645355861322003,263785101328687418543461612168153580031,38.847,-76.998,Failure to appear,2016,6,FALSE,,,,,{DBBFC704-AE7E-47DE-868E-9E911CD22B9B}
4257,270461113943176524149858316951448129264,2016/06/25 18:40:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,23,1,Black,Not Hispanic Or Latino,Male,608,1D,106,WASHINGTON,DC,267774985524912646676130764265766091155,163410943027179223346482963346448894432,38.88,-76.987,Vehicle,2016,6,FALSE,,,,,{004827AF-5D9F-435B-97F9-13FB52284C2D}
4258,3678178643595498562033270649309110188,2016/06/25 19:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,19,3,Black,Unknown,Male,706,7D,707,WASHINGTON,DC,326420773594944203128895536475296250834,123046023238795558538483845218454995512,38.833,-77.005,Vehicle,2016,6,FALSE,,,,,{8D43826F-95D3-4212-83D4-B1EBFD9ED925}
4259,90106200750614633984536694175104013479,2016/06/25 20:35:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),39,27,Black,Not Hispanic Or Latino,Male,507,5D,507,WASHINGTON,DC,77679945762529851863909460318967317504,225536702936018190780775740236208161006,38.901,-76.982,Assault,2016,6,FALSE,,,,,{B24F6C19-91FF-4C64-87B7-86FD5EC376C7}
4260,67121974640228471242051439619880551255,2016/06/25 22:04:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),32,0,White,Hispanic Or Latino,Male,OUT OF STATE,2D,207,MOUNT RAINIER,MD,155514872529299383934932611428746440499,272411900048569311366703565110465184861,38.902,-77.045,Assault,2016,6,FALSE,,,,,{341FB00C-80F5-47B6-8BD0-13D557597D93}
4261,313090809791012617139700384025695036012,2016/06/26 01:10:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,33,0,White,Hispanic Or Latino,Male,306,1D,101,nan,nan,182590670666746904734431452409555411098,293144550975171587778710705388869089234,38.895,-77.026,Assault on a police officer,2016,6,FALSE,,,,,{AF884FF8-6EFC-43DA-8F98-50FEFA97A44E}
4262,213712301559508704622751887168274541669,2016/06/26 01:15:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,33,3,Black,Unknown,Male,105,1D,105,WASHINGTON,DC,339685215801769001617698652787451192473,231577826782656544350633918495818723328,38.874,-77.012,Robbery,2016,6,FALSE,,,,,{EAF923DE-0D47-47C3-A885-0C454FA7A63B}
4263,266450797260289855367823538484863092339,2016/06/26 01:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,3,Black,Not Hispanic Or Latino,Male,OUT OF STATE,4D,406,SUITLAND,MD,253127724310971451356792234427068066181,56436625857667194845720778054423967323,38.965,-77.008,Assault,2016,6,FALSE,,,,,{10B8DD57-D67F-488C-B734-D2B15D7E2F43}
4264,266450797260289855367823538484863092339,2016/06/26 01:20:00,DEFENDANT IN ARREST,nan,Burglary,Burglary One,22DC801A,23,3,Black,Not Hispanic Or Latino,Male,OUT OF STATE,4D,406,SUITLAND,MD,253127724310971451356792234427068066181,56436625857667194845720778054423967323,38.965,-77.008,Burglary,2016,6,FALSE,,,,,{F2329BE4-AB04-451B-891C-110A2D3F57C2}
4265,98445912038193206946898126741437921684,2016/06/26 01:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),29,0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,2D,207,ALEXANDRIA,VA,247057058402783505810033411749604716005,126616128906756760050023040572665813592,38.907,-77.051,Assault,2016,6,FALSE,,,,,{0F9672F6-6A5C-405B-80C0-C7083D8A5685}
4266,133790839143357218794453148585999609794,2016/06/26 04:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),22,10,Black,Not Hispanic Or Latino,Male,305,7D,708,WASHINGTON,DC,14028337189641528969708989367961138785,37637866949031409155069187530727758529,38.825,-77.006,Assault,2016,6,FALSE,,,,,{4737D4FE-E90A-4120-902B-01D36A5718BD}
4267,133790839143357218794453148585999609794,2016/06/26 04:30:00,DEFENDANT IN ARREST,nan,Weapon Violations,Carry Pistol-prior Fel/cp,22DC4504A2-1,22,10,Black,Not Hispanic Or Latino,Male,305,7D,708,WASHINGTON,DC,14028337189641528969708989367961138785,37637866949031409155069187530727758529,38.825,-77.006,Weapons,2016,6,FALSE,,,,,{DC29E38D-B3F3-4413-87A6-18FACCF546CD}
4268,133790839143357218794453148585999609794,2016/06/26 04:30:00,DEFENDANT IN ARREST,nan,Weapon Violations,Unlawful Possession Of A Firearm (prior Conviction),22DC4503A1,22,10,Black,Not Hispanic Or Latino,Male,305,7D,708,WASHINGTON,DC,14028337189641528969708989367961138785,37637866949031409155069187530727758529,38.825,-77.006,Weapons,2016,6,FALSE,,,,,{58778E32-53FA-4BCA-AADC-1ECE25BD64E6}
4269,133790839143357218794453148585999609794,2016/06/26 04:30:00,DEFENDANT IN ARREST,nan,Property Crimes,Tampering With Physical Evidence,22DC723,22,10,Black,Not Hispanic Or Latino,Male,305,7D,708,WASHINGTON,DC,14028337189641528969708989367961138785,37637866949031409155069187530727758529,38.825,-77.006,Obstruction of justice,2016,6,FALSE,,,,,{6FC189B0-737C-4113-8553-F057CD7436E8}
4270,329495874796077931721126556510269194166,2016/06/26 04:30:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,24,4,Black,Not Hispanic Or Latino,Female,502,7D,708,WASHINGTON,DC,38834720317656838773268338039860702241,37637866949031409155069187530727758529,38.825,-77.006,Assault on a police officer,2016,6,FALSE,,,,,{21E48D9C-C1FE-41CA-8204-026699F8183D}
